2024-02-16 16:07:07,408 [INFO] Loading files..
2024-02-16 16:07:30,260 [DEBUG] networkData is type of <class 'list'>
2024-02-16 16:07:30,276 [INFO] Analyzing files..
2024-02-16 16:07:30,276 [DEBUG] SHOWING LINKS STRUCTURE:
2024-02-16 16:07:30,276 [DEBUG] {frozenset({'switch2', 'switch1'}): {'linkID': 1, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch1'}): {'linkID': 2, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch1', 'switch4'}): {'linkID': 3, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch2'}): {'linkID': 4, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch2', 'switch4'}): {'linkID': 5, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch4'}): {'linkID': 6, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}}
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch2', 'switch1'}):
2024-02-16 16:07:30,276 [INFO] endpoint: switch2
2024-02-16 16:07:30,276 [INFO] endpoint: switch1
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch3', 'switch1'}):
2024-02-16 16:07:30,284 [INFO] endpoint: switch3
2024-02-16 16:07:30,285 [INFO] endpoint: switch1
2024-02-16 16:07:30,286 [INFO] Link ID frozenset({'switch1', 'switch4'}):
2024-02-16 16:07:30,290 [INFO] endpoint: switch1
2024-02-16 16:07:30,291 [INFO] endpoint: switch4
2024-02-16 16:07:30,292 [INFO] Link ID frozenset({'switch3', 'switch2'}):
2024-02-16 16:07:30,294 [INFO] endpoint: switch3
2024-02-16 16:07:30,295 [INFO] endpoint: switch2
2024-02-16 16:07:30,296 [INFO] Link ID frozenset({'switch2', 'switch4'}):
2024-02-16 16:07:30,297 [INFO] endpoint: switch2
2024-02-16 16:07:30,298 [INFO] endpoint: switch4
2024-02-16 16:07:30,300 [INFO] Link ID frozenset({'switch3', 'switch4'}):
2024-02-16 16:07:30,301 [INFO] endpoint: switch3
2024-02-16 16:07:30,302 [INFO] endpoint: switch4
2024-02-16 16:07:30,302 [INFO] Simulation parameters:
2024-02-16 16:07:30,303 [INFO] {'simTime': 60, 'startSimTime': datetime.datetime(2024, 1, 1, 0, 0)}
2024-02-16 16:07:30,304 [DEBUG] ipaddress is type of: <class 'str'>
2024-02-16 16:07:30,304 [INFO] Switches:
2024-02-16 16:07:30,305 [INFO] Switch name:switch1, address:10.0.0.1
2024-02-16 16:07:30,305 [INFO] Switch name:switch2, address:10.0.0.2
2024-02-16 16:07:30,306 [INFO] Switch name:switch3, address:10.0.0.3
2024-02-16 16:07:30,307 [INFO] Switch name:switch4, address:10.0.0.4
2024-02-16 16:07:30,458 [DEBUG] Traffic percetages:
2024-02-16 16:07:30,459 [DEBUG] link: frozenset({'switch2', 'switch1'})
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:01.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,095 [DEBUG] updateTime: 2024-01-01 00:00:02.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,105 [DEBUG] updateTime: 2024-01-01 00:00:02.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,106 [DEBUG] updateTime: 2024-01-01 00:00:02.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,106 [DEBUG] updateTime: 2024-01-01 00:00:02.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,107 [DEBUG] updateTime: 2024-01-01 00:00:02.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,107 [DEBUG] updateTime: 2024-01-01 00:00:03, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,108 [DEBUG] updateTime: 2024-01-01 00:00:03.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,109 [DEBUG] updateTime: 2024-01-01 00:00:03.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,110 [DEBUG] updateTime: 2024-01-01 00:00:03.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,110 [DEBUG] updateTime: 2024-01-01 00:00:03.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,111 [DEBUG] updateTime: 2024-01-01 00:00:03.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,111 [DEBUG] updateTime: 2024-01-01 00:00:03.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,112 [DEBUG] updateTime: 2024-01-01 00:00:03.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,112 [DEBUG] updateTime: 2024-01-01 00:00:03.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,113 [DEBUG] updateTime: 2024-01-01 00:00:03.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,113 [DEBUG] updateTime: 2024-01-01 00:00:04, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:31,114 [DEBUG] updateTime: 2024-01-01 00:00:04.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,114 [DEBUG] updateTime: 2024-01-01 00:00:04.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,115 [DEBUG] updateTime: 2024-01-01 00:00:04.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,115 [DEBUG] updateTime: 2024-01-01 00:00:04.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,116 [DEBUG] updateTime: 2024-01-01 00:00:04.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,116 [DEBUG] updateTime: 2024-01-01 00:00:04.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,117 [DEBUG] updateTime: 2024-01-01 00:00:04.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,117 [DEBUG] updateTime: 2024-01-01 00:00:04.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,118 [DEBUG] updateTime: 2024-01-01 00:00:04.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,118 [DEBUG] updateTime: 2024-01-01 00:00:05, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,119 [DEBUG] updateTime: 2024-01-01 00:00:05.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,120 [DEBUG] updateTime: 2024-01-01 00:00:05.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,146 [DEBUG] updateTime: 2024-01-01 00:00:05.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,147 [DEBUG] updateTime: 2024-01-01 00:00:05.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,147 [DEBUG] updateTime: 2024-01-01 00:00:05.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,148 [DEBUG] updateTime: 2024-01-01 00:00:05.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,150 [DEBUG] updateTime: 2024-01-01 00:00:05.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,151 [DEBUG] updateTime: 2024-01-01 00:00:05.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,151 [DEBUG] updateTime: 2024-01-01 00:00:05.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,152 [DEBUG] updateTime: 2024-01-01 00:00:06, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:31,153 [DEBUG] updateTime: 2024-01-01 00:00:06.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:31,153 [DEBUG] updateTime: 2024-01-01 00:00:06.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:31,154 [DEBUG] updateTime: 2024-01-01 00:00:06.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:31,154 [DEBUG] updateTime: 2024-01-01 00:00:06.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:31,154 [DEBUG] updateTime: 2024-01-01 00:00:06.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:31,155 [DEBUG] updateTime: 2024-01-01 00:00:06.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:31,155 [DEBUG] updateTime: 2024-01-01 00:00:06.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:31,156 [DEBUG] updateTime: 2024-01-01 00:00:06.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:31,156 [DEBUG] updateTime: 2024-01-01 00:00:06.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:31,157 [DEBUG] updateTime: 2024-01-01 00:00:07, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:31,157 [DEBUG] updateTime: 2024-01-01 00:00:07.100000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:31,158 [DEBUG] updateTime: 2024-01-01 00:00:07.200000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:31,158 [DEBUG] updateTime: 2024-01-01 00:00:07.300000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:31,158 [DEBUG] updateTime: 2024-01-01 00:00:07.400000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:31,159 [DEBUG] updateTime: 2024-01-01 00:00:07.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:31,159 [DEBUG] updateTime: 2024-01-01 00:00:07.600000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:31,160 [DEBUG] updateTime: 2024-01-01 00:00:07.700000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:31,160 [DEBUG] updateTime: 2024-01-01 00:00:07.800000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:31,161 [DEBUG] updateTime: 2024-01-01 00:00:07.900000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:31,161 [DEBUG] updateTime: 2024-01-01 00:00:08, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:31,162 [DEBUG] updateTime: 2024-01-01 00:00:08.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,162 [DEBUG] updateTime: 2024-01-01 00:00:08.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,162 [DEBUG] updateTime: 2024-01-01 00:00:08.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,163 [DEBUG] updateTime: 2024-01-01 00:00:08.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,163 [DEBUG] updateTime: 2024-01-01 00:00:08.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,164 [DEBUG] updateTime: 2024-01-01 00:00:08.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,164 [DEBUG] updateTime: 2024-01-01 00:00:08.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,164 [DEBUG] updateTime: 2024-01-01 00:00:08.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,165 [DEBUG] updateTime: 2024-01-01 00:00:08.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,165 [DEBUG] updateTime: 2024-01-01 00:00:09, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,167 [DEBUG] updateTime: 2024-01-01 00:00:09.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,168 [DEBUG] updateTime: 2024-01-01 00:00:09.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,168 [DEBUG] updateTime: 2024-01-01 00:00:09.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,169 [DEBUG] updateTime: 2024-01-01 00:00:09.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,169 [DEBUG] updateTime: 2024-01-01 00:00:09.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,170 [DEBUG] updateTime: 2024-01-01 00:00:09.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,170 [DEBUG] updateTime: 2024-01-01 00:00:09.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,171 [DEBUG] updateTime: 2024-01-01 00:00:09.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,171 [DEBUG] updateTime: 2024-01-01 00:00:09.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,172 [DEBUG] updateTime: 2024-01-01 00:00:10, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,173 [DEBUG] updateTime: 2024-01-01 00:00:10.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,173 [DEBUG] updateTime: 2024-01-01 00:00:10.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,174 [DEBUG] updateTime: 2024-01-01 00:00:10.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,175 [DEBUG] updateTime: 2024-01-01 00:00:10.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,177 [DEBUG] updateTime: 2024-01-01 00:00:10.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,178 [DEBUG] updateTime: 2024-01-01 00:00:10.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,179 [DEBUG] updateTime: 2024-01-01 00:00:10.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,182 [DEBUG] updateTime: 2024-01-01 00:00:10.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,183 [DEBUG] updateTime: 2024-01-01 00:00:10.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,184 [DEBUG] updateTime: 2024-01-01 00:00:11, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,184 [DEBUG] updateTime: 2024-01-01 00:00:11.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:11.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:12, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,185 [DEBUG] updateTime: 2024-01-01 00:00:12.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,194 [DEBUG] updateTime: 2024-01-01 00:00:12.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,195 [DEBUG] updateTime: 2024-01-01 00:00:12.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,195 [DEBUG] updateTime: 2024-01-01 00:00:12.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,196 [DEBUG] updateTime: 2024-01-01 00:00:12.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,196 [DEBUG] updateTime: 2024-01-01 00:00:12.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,197 [DEBUG] updateTime: 2024-01-01 00:00:12.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,197 [DEBUG] updateTime: 2024-01-01 00:00:12.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,198 [DEBUG] updateTime: 2024-01-01 00:00:12.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,198 [DEBUG] updateTime: 2024-01-01 00:00:13, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,199 [DEBUG] updateTime: 2024-01-01 00:00:13.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,199 [DEBUG] updateTime: 2024-01-01 00:00:13.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,199 [DEBUG] updateTime: 2024-01-01 00:00:13.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,200 [DEBUG] updateTime: 2024-01-01 00:00:13.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,200 [DEBUG] updateTime: 2024-01-01 00:00:13.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,201 [DEBUG] updateTime: 2024-01-01 00:00:13.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,201 [DEBUG] updateTime: 2024-01-01 00:00:13.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,202 [DEBUG] updateTime: 2024-01-01 00:00:13.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,203 [DEBUG] updateTime: 2024-01-01 00:00:13.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,203 [DEBUG] updateTime: 2024-01-01 00:00:14, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,204 [DEBUG] updateTime: 2024-01-01 00:00:14.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,204 [DEBUG] updateTime: 2024-01-01 00:00:14.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,204 [DEBUG] updateTime: 2024-01-01 00:00:14.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,205 [DEBUG] updateTime: 2024-01-01 00:00:14.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,205 [DEBUG] updateTime: 2024-01-01 00:00:14.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,206 [DEBUG] updateTime: 2024-01-01 00:00:14.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,206 [DEBUG] updateTime: 2024-01-01 00:00:14.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,207 [DEBUG] updateTime: 2024-01-01 00:00:14.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,207 [DEBUG] updateTime: 2024-01-01 00:00:14.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,208 [DEBUG] updateTime: 2024-01-01 00:00:15, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,208 [DEBUG] updateTime: 2024-01-01 00:00:15.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,209 [DEBUG] updateTime: 2024-01-01 00:00:15.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,209 [DEBUG] updateTime: 2024-01-01 00:00:15.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,209 [DEBUG] updateTime: 2024-01-01 00:00:15.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,210 [DEBUG] updateTime: 2024-01-01 00:00:15.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,210 [DEBUG] updateTime: 2024-01-01 00:00:15.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,211 [DEBUG] updateTime: 2024-01-01 00:00:15.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,211 [DEBUG] updateTime: 2024-01-01 00:00:15.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,212 [DEBUG] updateTime: 2024-01-01 00:00:15.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,212 [DEBUG] updateTime: 2024-01-01 00:00:16, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,212 [DEBUG] updateTime: 2024-01-01 00:00:16.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,213 [DEBUG] updateTime: 2024-01-01 00:00:16.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,213 [DEBUG] updateTime: 2024-01-01 00:00:16.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,214 [DEBUG] updateTime: 2024-01-01 00:00:16.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,214 [DEBUG] updateTime: 2024-01-01 00:00:16.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,214 [DEBUG] updateTime: 2024-01-01 00:00:16.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,215 [DEBUG] updateTime: 2024-01-01 00:00:16.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,215 [DEBUG] updateTime: 2024-01-01 00:00:16.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,216 [DEBUG] updateTime: 2024-01-01 00:00:16.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,217 [DEBUG] updateTime: 2024-01-01 00:00:17, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,217 [DEBUG] updateTime: 2024-01-01 00:00:17.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,218 [DEBUG] updateTime: 2024-01-01 00:00:17.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,218 [DEBUG] updateTime: 2024-01-01 00:00:17.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,219 [DEBUG] updateTime: 2024-01-01 00:00:17.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,219 [DEBUG] updateTime: 2024-01-01 00:00:17.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,221 [DEBUG] updateTime: 2024-01-01 00:00:17.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,221 [DEBUG] updateTime: 2024-01-01 00:00:17.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,222 [DEBUG] updateTime: 2024-01-01 00:00:17.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,222 [DEBUG] updateTime: 2024-01-01 00:00:17.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,223 [DEBUG] updateTime: 2024-01-01 00:00:18, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,223 [DEBUG] updateTime: 2024-01-01 00:00:18.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,224 [DEBUG] updateTime: 2024-01-01 00:00:18.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,224 [DEBUG] updateTime: 2024-01-01 00:00:18.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,225 [DEBUG] updateTime: 2024-01-01 00:00:18.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,225 [DEBUG] updateTime: 2024-01-01 00:00:18.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,226 [DEBUG] updateTime: 2024-01-01 00:00:18.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,226 [DEBUG] updateTime: 2024-01-01 00:00:18.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,227 [DEBUG] updateTime: 2024-01-01 00:00:18.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,228 [DEBUG] updateTime: 2024-01-01 00:00:18.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,228 [DEBUG] updateTime: 2024-01-01 00:00:19, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,228 [DEBUG] updateTime: 2024-01-01 00:00:19.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,229 [DEBUG] updateTime: 2024-01-01 00:00:19.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,229 [DEBUG] updateTime: 2024-01-01 00:00:19.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,230 [DEBUG] updateTime: 2024-01-01 00:00:19.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,230 [DEBUG] updateTime: 2024-01-01 00:00:19.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,231 [DEBUG] updateTime: 2024-01-01 00:00:19.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,231 [DEBUG] updateTime: 2024-01-01 00:00:19.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,231 [DEBUG] updateTime: 2024-01-01 00:00:19.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,232 [DEBUG] updateTime: 2024-01-01 00:00:19.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,233 [DEBUG] updateTime: 2024-01-01 00:00:20, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,233 [DEBUG] updateTime: 2024-01-01 00:00:20.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,233 [DEBUG] updateTime: 2024-01-01 00:00:20.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,234 [DEBUG] updateTime: 2024-01-01 00:00:20.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,234 [DEBUG] updateTime: 2024-01-01 00:00:20.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,235 [DEBUG] updateTime: 2024-01-01 00:00:20.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,235 [DEBUG] updateTime: 2024-01-01 00:00:20.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,235 [DEBUG] updateTime: 2024-01-01 00:00:20.700000, delta traffic: 212500, percentage: 17.000000 %
